;pCodigo;pFornecedor;pReferencia;pCodigoBarras;pDescrição;pDescrição Reduzida;pTamanho;pColeção;pLinha;pSegmento;pGrupo;pFamilia;pSubFamilia;pNCM;pOrigem CST;pUN;pMultiplo;pM²/Pallet;pQUANTIDADE NA EMBALAGEM;pPeso;pCusto;pPercST;pPercIPI;pPrecoVenda;pExige Conferencia;pMarkup;pFrete;pCodigoSA;pDesconto;pEmpresa
114;-1;Castelli;94721;SEM GTIN;Bianco Onice Satiny Acetinado 94,00 x 94,00;Bianco;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;46,9;-1;-1;-1;N;-1;-1;-1;-1;101
115;-1;Castelli;94722;SEM GTIN;Cimentati Satiny Acetinado 94,00 x 94,00;Cimentati;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;43,9;-1;-1;-1;N;-1;-1;-1;-1;101
116;-1;Castelli;94723;SEM GTIN;Unique Out Granilha Diamond 94,00 x 94,00;Unique;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;48,9;-1;-1;-1;N;-1;-1;-1;-1;101
117;-1;Castelli;94725;SEM GTIN;Cimentati Out Granilha/Diamond 94,00 x 94,00;Cimentati;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;48,9;-1;-1;-1;N;-1;-1;-1;-1;101
118;-1;Castelli;94727;SEM GTIN;Cimentati Grafite Acetinado 94,00 x 94,00;Cimentati;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;43,9;-1;-1;-1;N;-1;-1;-1;-1;101
119;-1;Castelli;94728;SEM GTIN;Cimentati Grafite Out Granilha/Diamond 94,00 x 94,00;Cimentati;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;48,9;-1;-1;-1;N;-1;-1;-1;-1;101
120;-1;Castelli;94729;SEM GTIN;Cimentati Beige Out Granilha/Diamond 94,00 x 94,00;Cimentati;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;48,9;-1;-1;-1;N;-1;-1;-1;-1;101
121;-1;Castelli;94731;SEM GTIN;Castell Thassos Satiny Acetinado 94,00 x 94,00;Castell;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;44,9;-1;-1;-1;N;-1;-1;-1;-1;101
122;-1;Castelli;94732;SEM GTIN;Castell Gray Satiny Acetinado 94,00 x 94,00;Castell;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;44,9;-1;-1;-1;N;-1;-1;-1;-1;101
123;-1;Castelli;94733;SEM GTIN;Castell Gray Out Diamond 94,00 x 94,00;Castell;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;48,9;-1;-1;-1;N;-1;-1;-1;-1;101
124;-1;Castelli;94734;SEM GTIN;Castel Di Bellver Acetinado 94,00 x 94,00;Castel;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;45,9;-1;-1;-1;N;-1;-1;-1;-1;101
125;-1;Castelli;94737;SEM GTIN;Peterhof Satiny Acetinado 94,00 x 94,00;Peterhof;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;44,9;-1;-1;-1;N;-1;-1;-1;-1;101
126;-1;Castelli;94739;SEM GTIN;Cristallo Satiny Acetinado 94,00 x 94,00;Cristallo;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;44,9;-1;-1;-1;N;-1;-1;-1;-1;101
127;-1;Castelli;94741;SEM GTIN;Travertino Bali Satiny Acetinado 94,00 x 94,00;Travertino;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;46,9;-1;-1;-1;N;-1;-1;-1;-1;101
128;-1;Castelli;94742;SEM GTIN;Travertino Bali Out Granilha/Diamond 94,00 x 94,00;Travertino;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;47,9;-1;-1;-1;N;-1;-1;-1;-1;101
129;-1;Castelli;P94706;SEM GTIN;Block Gris Lux Esmaltado Polido 94,01 x 94,01;Block;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;54,9;-1;-1;-1;N;-1;-1;-1;-1;101
130;-1;Castelli;P94707;SEM GTIN;Calaca Classici Lux Esmaltado Polido 94,01 x 94,01;Calaca;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;54,9;-1;-1;-1;N;-1;-1;-1;-1;101
131;-1;Castelli;P94709;SEM GTIN;Marmo Striato Lux Esmaltado Polido 94,01 x 94,01;Marmo;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;58,9;-1;-1;-1;N;-1;-1;-1;-1;101
132;-1;Castelli;P94711;SEM GTIN;Terrazo Delicato Lux Esmaltado Polido 94,01 x 94,01;Terrazo;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;54,9;-1;-1;-1;N;-1;-1;-1;-1;101
133;-1;Castelli;P94713;SEM GTIN;Nero Marquina Lux Esmaltado Polido 94,01 x 94,01;Nero;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;63,9;-1;-1;-1;N;-1;-1;-1;-1;101
134;-1;Castelli;P94715;SEM GTIN;Bianco Onice Lux Esmaltado Polido 94,01 x 94,01;Bianco;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;57,9;-1;-1;-1;N;-1;-1;-1;-1;101
135;-1;Castelli;P94717;SEM GTIN;Barone Di Marmo Lux Esmaltado Polido 94,01 x 94,01;Barone;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;57,9;-1;-1;-1;N;-1;-1;-1;-1;101
136;-1;Castelli;P94726;SEM GTIN;Cimentati Lux Esmaltado Polido 94,01 x 94,01;Cimentati;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;57,9;-1;-1;-1;N;-1;-1;-1;-1;101
137;-1;Castelli;P94735;SEM GTIN;Castell Di Bianco Lux Esmaltado Polido 94,01 x 94,01;Castell;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;55,9;-1;-1;-1;N;-1;-1;-1;-1;101
138;-1;Castelli;P94736;SEM GTIN;Castell Thassos Luz Esmaltado Polido 94,01 x 94,01;Castell;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;55,9;-1;-1;-1;N;-1;-1;-1;-1;101
139;-1;Castelli;P94738;SEM GTIN;Peterhof Lux Esmaltado Polido 94,01 x 94,01;Peterhof;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;55,9;-1;-1;-1;N;-1;-1;-1;-1;101
140;-1;Castelli;P94740;SEM GTIN;Cristallo Lux Esmaltado Polido 94,01 x 94,01;Cristallo;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,65;63,6;3;46;55,9;-1;-1;-1;N;-1;-1;-1;-1;101
141;-1;Castelli;98703;SEM GTIN;Grandi Pietra Negresco Acetinado 94,00 x 184,00;Grandi;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;3,45;82,8;2;63,5;116,9;-1;-1;-1;N;-1;-1;-1;-1;101
142;-1;Castelli;P98700;SEM GTIN;Grandi Bianco Onice Lux Esmaltado Polido 94,01 x 184,01;Grandi;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;3,45;82,8;2;63,5;127;-1;-1;-1;N;-1;-1;-1;-1;101
143;-1;Castelli;P98701;SEM GTIN;Grandi Calacata Borghini Lux Esmaltado Polido 94,01 x 184,01;Grandi;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;3,45;82,8;2;63,5;125;-1;-1;-1;N;-1;-1;-1;-1;101
144;-1;Castelli;P98702;SEM GTIN;Grandi Alpi Mix Lux Esmaltado Polido 94,01 x 184,01;Grandi;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;3,45;82,8;2;63,5;129;-1;-1;-1;N;-1;-1;-1;-1;101
145;-1;Castelli;184700;SEM GTIN;Grandi Legno Cerezo Acetinado 31,00 x 184,00;Grandi;-1;-1;-1;-1;-1;-1;-1;BATATA;0;M2;2,28;82,08;4;46;115,5;-1;-1;-1;N;-1;-1;-1;-1;101
